"id"	"label"	"degree"	"community"	"group"	"gene_type"	"description"
"AT4G33550"	"AT4G33550"	1	14	14	"Target Gene"	"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein"
"AT4G03510"	"RMA1"	5	11	11	"Target Gene"	"RMA1 encodes a novel 28 kDa protein with a RING finger motif and a C-terminal membrane-anchoring domain that is involved in the secretory pathway. Has E3 ubiquitin ligase activity."
"ATCG00040"	"MATK"	1	10	10	"Target Gene"	"Encodes a maturase located in the trnK intron in the chloroplast genome."
"AT5G16370"	"AAE5"	4	11	11	"Target Gene"	"acyl activating enzyme 5"
"AT1G29680"	"AT1G29680"	4	4	4	"Target Gene"	"histone acetyltransferase (DUF1264)"
"AT3G58270"	"AT3G58270"	3	6	6	"Target Gene"	"phospholipase-like protein (PEARLI 4) with TRAF-like domain protein"
"AT5G35790"	"G6PD1"	1	12	12	"Target Gene"	"Encodes a plastidic glucose-6-phosphate dehydrogenase that is sensitive to reduction by DTT and whose mRNA is more prevalent in developing organs but absent in the root."
"AT5G11460"	"FLZ10"	1	13	13	"Target Gene"	"FCS like zinc finger 10 is induced during energy starvation through SnRK1 signaling. Mutants accumulate more SnRK1alpha1 which results in the inhibition of seedling growth under favorable growth conditions. Increased SnRK1 activity in the mutant also results in the downregulation of TOR signaling (DOI:10.1111/tpj.13854)."
"AT5G39670"	"CML46"	1	1	1	"Target Gene"	"Calmodulin like protein involved in negative regulation of pattern triggered immunity."
"AT4G13420"	"HAK5"	1	4	4	"Target Gene"	"Encodes a protein of the KUP/HAK/KT potassium channel class that is upregulated in the roots by K levels."
"AT1G02660"	"PLIP2"	4	11	11	"Target Gene"	"PLIP2  is a glycerolipid A1 lipase with substrate preference for monogalactosyldiacylglycerol. Expression is induced by ABA."
"AT1G10640"	"AT1G10640"	2	16	16	"Target Gene"	"Pectin lyase-like superfamily protein"
"AT1G27100"	"AT1G27100"	3	11	11	"Target Gene"	"Actin cross-linking protein"
"AT4G27730"	"OPT6"	1	3	3	"Target Gene"	"oligopeptide transporter"
"AT1G28330"	"DYL1"	3	11	11	"Target Gene"	"dormancy-associated protein (DRM1)"
"AT4G24140"	"AT4G24140"	1	8	8	"Target Gene"	"alpha/beta-Hydrolases superfamily protein"
"AT4G28490"	"HAE"	1	1	1	"Target Gene"	"Member of Receptor kinase-like protein family. Controls the separation step of floral organ abscission. The mRNA is cell-to-cell mobile."
"AT1G70230"	"TBL27"	1	2	2	"Target Gene"	"Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. A putative xyloglucan O-acetyltransferase. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication)."
"AT4G08300"	"UMAMIT17"	1	5	5	"Target Gene"	"nodulin MtN21-like transporter family protein"
"AT1G23050"	"AT1G23050"	4	11	11	"Target Gene"	"hydroxyproline-rich glycoprotein family protein"
"AT5G57630"	"CIPK21"	1	2	2	"Target Gene"	"CBL-interacting protein kinase.When mutated plants are hypersensitive to salt and osmotic stress."
"AT2G02710"	"PLPC"	5	11	11	"Target Gene"	"Encodes a putative blue light receptor protein."
"AT3G46670"	"UGT76E11"	2	4	4	"Target Gene"	"UDP-glucosyl transferase 76E11"
"AT4G21990"	"APR3"	2	6	6	"Target Gene"	"Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily.  This protein also belongs to the adenosine 5'-phosphosulfate reductase-like (APRL) group."
"AT2G25810"	"TIP4;1"	2	9	9	"Target Gene"	"tonoplast intrinsic protein 4"
"AT3G26740"	"CCL"	2	12	12	"Target Gene"	"transcripts are  differentially regulated at the level of mRNA stability at different times of day controlled by the circadian clock. mRNAs are targets of the mRNA degradation pathway mediated by the downstream (DST) instability determinant."
"AT4G15765"	"AT4G15765"	1	6	6	"Target Gene"	"FAD/NAD(P)-binding oxidoreductase family protein"
"AT5G25260"	"FLOT2"	2	1	1	"Target Gene"	"Belongs to the group of plant flotillins, which are plasma membrane proteins. Flot2 complexes  are found in microdomains and may be involved in plant-pathogen interactions, water transport and intracellular trafficking."
"AT1G72490"	"DRO1"	1	3	3	"Target Gene"	"DRO1 is a member of the IGT gene family and has a unknown function . It is expressed in roots and involved in leaf root architecture, specifically the orientation of lateral root angles. Involved in determining lateral root branch angle."
"AT5G41750"	"AT5G41750"	4	1	1	"Target Gene"	"Disease resistance protein (TIR-NBS-LRR class) family"
"AT4G11600"	"GPX6"	5	6	6	"Target Gene"	"Encodes glutathione peroxidase."
"AT2G39700"	"EXPA4"	2	15	15	"Target Gene"	"putative expansin. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio).  Involved in the formation of nematode-induced syncytia in roots of Arabidopsis thaliana."
"AT1G07090"	"LSH6"	2	6	6	"Target Gene"	"LIGHT-DEPENDENT SHORT HYPOCOTYLS-like protein (DUF640)"
"AT5G52760"	"AT5G52760"	3	1	1	"Target Gene"	"Copper transport protein family"
"AT2G40205"	"AT2G40205"	1	4	4	"Target Gene"	"Ribosomal protein L41 family"
"AT1G07720"	"KCS3"	1	7	7	"Target Gene"	"Encodes KCS3, a member of the 3-ketoacyl-CoA synthase family involved in the biosynthesis of VLCFA (very long chain fatty acids)."
"AT5G64410"	"OPT4"	1	8	8	"Target Gene"	"oligopeptide transporter"
"AT5G22310"	"AT5G22310"	1	2	2	"Target Gene"	"trichohyalin-like protein"
"AT1G05680"	"UGT74E2"	3	6	6	"Target Gene"	"Encodes a UDP-glucosyltransferase, UGT74E2,  that acts on IBA (indole-3-butyric acid) and affects auxin homeostasis. The transcript and protein levels of this enzyme are strongly induced by H2O2 and may allow integration of ROS (reactive oxygen species) and auxin signaling. This enzyme can also transfer glycosyl groups to several compounds related to the explosive TNT when this synthetic compound is taken up from the environment."
"AT2G31810"	"AHASS1"	1	20	20	"Target Gene"	"ACT domain-containing small subunit of acetolactate synthase protein"
"AT2G33850"	"E6L1"	1	18	18	"Target Gene"	"Stigmatic factor that plays a role during the early post-pollination stages."
"AT4G36040"	"J11"	2	11	11	"Target Gene"	"Chaperone DnaJ-domain superfamily protein"
"AT1G20510"	"OPCL1"	2	10	10	"Target Gene"	"OPC-8:0 CoA ligase1"
"AT4G23250"	"EMB1290"	3	2	2	"Target Gene"	"cysteine-rich receptor-like protein kinase 17"
"AT2G38860"	"YLS5"	1	1	1	"Target Gene"	"Encodes protease I (pfpI)-like protein YLS5."
"AT4G28300"	"AT4G28300"	3	2	2	"Target Gene"	"Encodes a protein with 13.6% proline amino acids that is predicted to localize to the cell wall. The mRNA is cell-to-cell mobile."
"AT4G29020"	"AT4G29020"	1	5	5	"Target Gene"	"glycine-rich protein"
"AT2G14080"	"AT2G14080"	1	21	21	"Target Gene"	"Disease resistance protein (TIR-NBS-LRR class) family"
"AT1G69730"	"AT1G69730"	1	1	1	"Target Gene"	"Wall-associated kinase family protein"
"AT3G48090"	"EDS1"	3	1	1	"Target Gene"	"Component of R gene-mediated disease resistance in Arabidopsis thaliana with homology to eukaryotic lipases."
"AT1G72900"	"AT1G72900"	2	2	2	"Target Gene"	"Toll-Interleukin-Resistance (TIR) domain-containing protein"
"AT1G02640"	"BXL2"	4	11	11	"Target Gene"	"encodes a protein similar to a beta-xylosidase located in the extracellular matrix. This is a member of glycosyl hydrolase family 3 and has six other closely related members."
"AT1G05562"	"AT1G05562"	3	6	6	"Target Gene"	"Natural antisense transcript overlaps with AT1G05560"
"AT1G11810"	"PEG1"	1	6	6	"Target Gene"	"Paternally expressed gene."
"AT1G01120"	"KCS1"	1	2	2	"Target Gene"	"Encodes a condensing enzyme KCS1 (3-ketoacyl-CoA synthase 1) which is involved in the critical fatty acid elongation process in wax biosynthesis."
"AT1G07180"	"P"	1	18	18	"Target Gene"	"Internal NAD(P)H dehydrogenase in mitochondria. The predicted protein sequence has high homology with other designated NAD(P)H DHs from microorganisms"
"AT3G28220"	"AT3G28220"	2	13	13	"Target Gene"	"TRAF-like family protein"
"AT5G16980"	"AT5G16980"	3	6	6	"Target Gene"	"Zinc-binding dehydrogenase family protein"
"AT2G20670"	"AT2G20670"	6	11	11	"Target Gene"	"sugar phosphate exchanger, putative (DUF506)"
"AT2G42870"	"PAR1"	2	12	12	"Target Gene"	"Encodes PHYTOCHROME RAPIDLY REGULATED1 (PAR1), an atypical basic helix-loop-helix (bHLP) protein.  Closely related to PAR2 (At3g58850).  Up regulated after simulated shade perception.  Acts in the nucleus to control plant development and as a negative regulator of shade avoidance response.  Functions as transcriptional repressor of auxin-responsive genes SAUR15 (AT4G38850) and SAUR68 (AT1G29510)."
"AT1G70520"	"AT1G70520"	2	2	2	"Target Gene"	"Encodes a cysteine-rich receptor-like protein kinase. Involved in regulating microbe-associated molecular pattern-triggered ROS production. Required for MAMP-triggered responses and resistance to Pseudomonas syringae pv. tomato  118 DC3000 ."
"AT5G11410"	"SZE2"	3	6	6	"Target Gene"	"Similar to receptor like kinase but does not appear to have kinase activity (psuedokinase). It is involved in HopZ1a effector triggered immunity. Interacts with ZAR1 and ZED1.Localization to membrane is dependent on N-terminal myristoylation domain"
"AT2G48130"	"LTPG15"	1	8	8	"Target Gene"	"Encodes a plasma membrane-localized glycosylphosphatidylinositol-anchored lipid transfer protein expressed in root endodermis and seed coats that is involved in very long chain fatty acid (and their derivatives) transport."
"AT4G11521"	"AT4G11521"	4	10	10	"Target Gene"	"Receptor-like protein kinase-related family protein"
"AT3G10020"	"AT3G10020"	3	11	11	"Target Gene"	"plant/protein"
"AT3G04640"	"AT3G04640"	2	2	2	"Target Gene"	"glycine-rich protein"
"AT4G08555"	"AT4G08555"	2	6	6	"Target Gene"	"hypothetical protein"
"AT3G21080"	"AT3G21080"	1	5	5	"Target Gene"	"ABC transporter-like protein"
"AT4G24120"	"YSL1"	3	6	6	"Target Gene"	"Member of a small family of oligopeptide transporters similar to the yellow stripe locus of maize (ZmYS1)."
"AT5G07440"	"GDH2"	2	22	22	"Target Gene"	"Encodes the alpha-subunit of the glutamate dehydrogenase. The enzyme is almost exclusively found in the mitochondria of stem and leaf companion cells."
"AT1G52410"	"TSA1"	1	5	5	"Target Gene"	"Contains a novel calcium-binding repeat sequence.  Binds TSK in vitro.  Localizes to small cytoplasmic vesicles in interphase cells.  In cells synchronized for cell division, TSA1 and TSK relocalize to ends of spindle microtubules that are ahead of separating chromatids during metaphase and anaphase of mitosis.  May be involved in mitosis together with TSK. Expressed preferentially in the flower and shoot apex.  Can form multimers. The mRNA is cell-to-cell mobile."
"AT3G54640"	"TSA1"	1	1	1	"Target Gene"	"Catalyzes the conversion of indole-3-glycerolphosphate to indole, the penultimate reaction in the biosynthesis of tryptophan. Functions as a heterocomplex with tryptophan synthase beta subunit (TSA2)."
"AT1G27290"	"AT1G27290"	3	11	11	"Target Gene"	"transmembrane protein"
"AT5G62210"	"AT5G62210"	1	4	4	"Target Gene"	"Embryo-specific protein 3, (ATS3)"
"AT4G38545"	"AT4G38545"	3	6	6	"Target Gene"	"Natural antisense transcript overlaps with AT4G38530 and AT4G38540"
"AT3G62410"	"CP12-2"	1	18	18	"Target Gene"	"CP12-2 encodes a small peptide found in the chloroplast stroma. It belongs to the CP12 gene family thought to be involved in the formation of a supramolecular complex with glyceraldehyde-3-phosphate dehydrogenase (GAPDH) and phosphoribulokinase (PRK) embedded in the Calvin cycle. CP12-2 is coordinately regulated by light with the photosynthetic GAPDH and PRK. The annotation of this gene is based on article 32494. The mRNA is cell-to-cell mobile."
"AT5G04720"	"ADR1-L2"	1	2	2	"Target Gene"	"Encodes a member of the ADR1 family nucleotide-binding leucine-rich repeat (NB-LRR) immune receptors. The mRNA is cell-to-cell mobile."
"AT2G38310"	"PYL4"	3	7	7	"Target Gene"	"Encodes a member of the PYR (pyrabactin resistance  )/PYL(PYR1-like)/RCAR (regulatory components of ABA receptor) family proteins with 14 members.  PYR/PYL/RCAR family proteins function as abscisic acid sensors. Mediate ABA-dependent regulation of protein phosphatase 2Cs ABI1 and ABI2. The mRNA is cell-to-cell mobile."
"AT4G38550"	"AT4G38550"	1	2	2	"Target Gene"	"phospholipase-like protein (PEARLI 4) family protein"
"AT2G30600"	"AT2G30600"	3	14	14	"Target Gene"	"BTB/POZ domain-containing protein"
"AT5G57220"	"CYP81F2"	2	2	2	"Target Gene"	"member of CYP81F, involved in glucosinolate metabolism. Mutants had impaired resistance to fungi. The mRNA is cell-to-cell mobile."
"AT4G39800"	"MIPS1"	1	23	23	"Target Gene"	"** Referred to as MIPS2 in Mitsuhashi et al 2008. myo-inositol-1-phosphate synthase isoform 1.Expressed in leaf, root and silique. Immunolocalization experiments with an antibody recognizing MIPS1, MIPS2, and MIPS3 showed endosperm localization."
"AT2G33060"	"RLP27"	1	12	12	"Target Gene"	"receptor like protein 27"
"AT1G64900"	"CYP89A2"	3	6	6	"Target Gene"	"Encodes cytochrome P450 (CYP89A2). The mRNA is cell-to-cell mobile."
"AT1G70830"	"MLP28"	1	6	6	"Target Gene"	"MLP-like protein 28"
"AT4G02330"	"ATPMEPCRB"	1	15	15	"Target Gene"	"Encodes a pectin methylesterase that is sensitive to chilling stress and brassinosteroid regulation."
"AT3G21460"	"ROXY3"	1	12	12	"Target Gene"	"Encodes a member of the CC-type glutaredoxin (ROXY) family that has been shown to interact with the transcription factor TGA2 and suppress ORA59 promoter activity."
"AT1G08570"	"ACHT4"	3	11	11	"Target Gene"	"Encodes a member of the thioredoxin family protein.  Located in the chloroplast.  Shows high activity towards the chloroplast 2-Cys peroxiredoxin A, and poor activity towards the chloroplast NADP-malate   dehydrogenase. The mRNA is cell-to-cell mobile."
"AT5G23050"	"AAE17"	2	11	11	"Target Gene"	"acyl-activating enzyme 17"
"AT4G31710"	"GLR2.4"	1	16	16	"Target Gene"	"member of Putative ligand-gated ion channel subunit family"
"AT3G15630"	"AT3G15630"	4	11	11	"Target Gene"	"plant/protein"
"AT1G09932"	"AT1G09932"	1	1	1	"Target Gene"	"Phosphoglycerate mutase family protein"
"AT1G21460"	"SWEET1"	1	15	15	"Target Gene"	"Nodulin MtN3 family protein"
"AT4G01630"	"EXPA17"	1	6	6	"Target Gene"	"member of Alpha-Expansin Gene Family. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio)"
"AT4G01950"	"GPAT3"	2	1	1	"Target Gene"	"putative sn-glycerol-3-phosphate 2-O-acyltransferase"
"AT5G58120"	"AT5G58120"	1	1	1	"Target Gene"	"Disease resistance protein (TIR-NBS-LRR class) family"
"AT2G23810"	"TET8"	3	2	2	"Target Gene"	"Member of TETRASPANIN family"
"AT5G60680"	"AT5G60680"	3	11	11	"Target Gene"	"transcription initiation factor TFIID subunit (Protein of unknown function, DUF584)"
"AT5G12010"	"AT5G12010"	1	6	6	"Target Gene"	"nuclease"
"AT2G15090"	"KCS8"	1	7	7	"Target Gene"	"Encodes KCS8, a member of the 3-ketoacyl-CoA synthase family involved in the biosynthesis of VLCFA (very long chain fatty acids). The mRNA is cell-to-cell mobile."
"AT3G13080"	"ABCC3"	2	10	10	"Target Gene"	"encodes an ATP-dependent MRP-like ABC transporter able to transport glutathione-conjugates as well as chlorophyll catabolites.  The expression of this gene is upregulated by herbicide safeners such as benoxacor and fenclorim."
"AT4G32940"	"GAMMA-VPE"	1	8	8	"Target Gene"	"Encodes a vacuolar processing enzyme belonging to a novel group of cysteine proteinases that is expressed in vegetative organs and is upregulated in association with various types of cell death and under stressed conditions. They are essential in processing seed storage proteins and for mediating the susceptible response of toxin-induced cell death."
"AT5G24350"	"MIP2"	2	4	4	"Target Gene"	"Member of MAG2 complex on the ER that is responsible for efficient transport of seed storage proteins, functions in protein transport between the ER and Golgi apparatus, contain a Zeste?White 10 (ZW10) domain and a Sec39 domain. Required for proper maturation of seed storage proteins."
"AT4G22520"	"AT4G22520"	1	4	4	"Target Gene"	"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein"
"AT1G32920"	"AT1G32920"	2	2	2	"Target Gene"	"hypothetical protein"
